 Year,Project, Company, Content_Type, Activity, Region, Program, Language,Amount
2017 - 2018,Growing Sense I,Growing Sense Films Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,77.464.00
2017 - 2018,Frontier III,Fort James Season 3 (NL) Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,853.593.00
2017 - 2018,Vet to Go I,Big Lake Vet Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,77.018.00
2017 - 2018,Addison Season 2,Edison 2 Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,477.073.00
2017 - 2018,Are You Ready?,GAPC Entertainment (I'm Ready) Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,28.335.00
2017 - 2018,Caught I,Caught Season 1 Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,853.593.00
2017 - 2018,Something in the Air,Breathless Media Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,62.611.00
2017 - 2018,Little Dog,Little Dog Season 1 Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,512.156.00
2017 - 2018,This Hour Has 22 Minutes XXV,DHX-Hour Productions (NS) XXV Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,853.593.00
2017 - 2018,Halifax Comedy Festival 2018,ComedyTV 18 Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,99.207.00
2017 - 2018,Mr. D (VII),Mr. D S7 Productions Limited,N/A,Production,Nova Scotia,English Regional Production Bonus,English,847.835.00
2017 - 2018,Great Northern Candy Drop (The),Amberwood Productions (Candy Drop) Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,150.735.00
2017 - 2018,Winnipeg Comedy Festival 2018,WCF 2018 Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,163.704.00
2016 - 2017,Wynonna Earp II (201),Wynonna Earp Season Two Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,319.521.00
2016 - 2017,Christmas Fury (A),Insight HMD Christmas Ltd.,N/A,Production,Toronto,English Regional Production Bonus,English,222.850.00
2016 - 2017,First Contact I (1-3),First Contact Canada Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,41.588.00
2016 - 2017,Aboriginal Day Live 2017 (1-9),Aboriginal Day Live 2017 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,507.176.00
2016 - 2017,Equus: How Horses Made History (1-3),Equus Productions Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,269.891.00
2016 - 2017,Halifax Explosion,Ocean Magic TV Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,20.617.00
2016 - 2017,Hard Rock Medical V (31-39),Hard Rock Medical (Series 5) Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,235.076.00
2016 - 2017,Bachman’s Rules,Mister Rock Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,71.118.00
2016 - 2017,Sickboy,Dream Street SB Pictures Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,35.711.00
2016 - 2017,Frontier II (107-112),Fort James Season 2 (NL) Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,507.176.00
2016 - 2017,Addison I (1-20),Edison Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,111.032.00
2016 - 2017,Bad Blood: The Vito Rizzuto Story (1-6),Food Market Films Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,507.176.00
2016 - 2017,Nordic Lodge IV (15-20),Lodge Productions III Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,49.171.00
2016 - 2017,Assholes: A Theory,A Rude Film Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,91.292.00
2016 - 2017,Almost Almost Famous,Almost Almost Famous Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,30.811.00
2016 - 2017,Caution: May Contain Nuts IV (27-39),Going Nuts Productions IV Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,323.376.00
2016 - 2017,Pure I (1-6),PURE Season 1 Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,1.000.000
2016 - 2017,Ghost of Easterville (The),Easterville Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,78.062.00
2016 - 2017,Kid Diners I (101-113),Kid Diners Season One Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,88.400.00
2016 - 2017,Heartland X (1001-1018),Rescued Horse Season Ten Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,1.000.000
2016 - 2017,White Wolves: Ghosts of the Arctic,Morag Loves Wolves Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,64.050.00
2016 - 2017,Hinchinbrook,Horse Sense Films Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,73.388.00
2016 - 2017,Truth is in the Stars (The),Truth is in the Stars Productions Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,127.500.00
2016 - 2017,This Hour Has 22 Minutes XXIV (480-502),DHX-Hour Productions (NS) XXIV Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,1.000.000
2016 - 2017,Halifax Comedy Festival 2017 (1-6),ComedyTV 17 Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,114.463.00
2016 - 2017,Mr. D VI (60-69),Mr. D S6 Productions Limited,N/A,Production,Nova Scotia,English Regional Production Bonus,English,878.302.00
2016 - 2017,Winnipeg Comedy Festival 2017 (901-905),WCF 2017 Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,191.248.00
2015 - 2016,Genius Factory,Wavelength Entertainment Group Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,49.779.00
2015 - 2016,Science of Song,Musical Soul Productions Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,52.103.00
2015 - 2016,Aboriginal Day Live 2016 (1-2),Aboriginal Day Live 2016 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,110.236.00
2015 - 2016,Solstice Concerts 2016 IX (1-7),The Solstice Concerts 2016 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,21.070.00
2015 - 2016,Secret Life of Trees (The),Ice Forest Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,59.000.00
2015 - 2016,Chasing Mayhem,Chasing Mayhem Productions Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,27.350.00
2015 - 2016,Winnipeg Comedy Festival 2016 (1-5),WCF 2016 Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,127.299.00
2015 - 2016,Wynonna Earp (Pilot),Wynonna Earp Productions Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,600.000.00
2015 - 2016,Chasing Evel: The Life Of Robbie Knievel,Chasing Evel Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,63.500.00
2015 - 2016,Transplant Project (The),ID: Docs Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,119.519.00
2015 - 2016,Bringing Down the House,BDTH Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,59.609.00
2015 - 2016,Hard Rock Medical IV (22-30),Hard Rock Medical (Series 4) Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,261.600.00
2015 - 2016,Nordic Lodge III (9-14),Lodge Productions II Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,59.916.00
2015 - 2016,Halifax Comedy Festival 2016 (1-6),ComedyTV 16 Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,76.308.00
2015 - 2016,Indigenous Music Awards 2015,Meeches Production Services Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,30.000.00
2015 - 2016,Crippled,Spotlight Television and Film Productions Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,79.487.00
2015 - 2016,Save My Pet,Dream Street SMP Pictures Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,49.959.00
2015 - 2016,Game Changers,Game Changers Productions Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,90.000.00
2015 - 2016,Table for One,9304126 Canada Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,18.096.00
2015 - 2016,Delmer & Marta III (3-4),Good Morning Productions III Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,66.667.00
2015 - 2016,Tiny Plastic Men IV (1-5),Gottfried Bros. Entertainment IV Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,61.895.00
2015 - 2016,Tesla’s Children: Fringe Fanatics,Fanatic Films Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,13.167.00
2015 - 2016,Over The Edge V (54-66),Coastlines 5 Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,127.000.00
2015 - 2016,Hope For Wildlife VII (79-91),Hope For Wildlife 7 Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,121.400.00
2015 - 2016,Moblees (The) II (31-50),Moblees Season 2 (NS) Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,183.427.00
2015 - 2016,Fish I (1-13),8996156 Canada Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,95.854.00
2015 - 2016,This Hour Has 22 Minutes XXIII (457-479),DHX-Hour Productions (NS) XXIII Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,796.391.00
2015 - 2016,Heartland IX (901-918),Rescued Horse Season Nine Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,1.000.000
2015 - 2016,Mr. D V (47-59),Mr. D S5 Productions Limited,N/A,Production,Nova Scotia,English Regional Production Bonus,English,728.607.00
2015 - 2016,Frontier I (101-106),Frontier Season 1 (NL) Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,1.000.000
2014 - 2015,Winnipeg Comedy Festival 2015 (701-705),WCF 2015 Productions Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,27.948.00
2014 - 2015,Halifax Comedy Festival 2015 (1-6),ComedyTV 15 Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,23.326.00
2014 - 2015,Ice Guardians,ICE Guardians Corp.,N/A,Production,Alberta,English Regional Production Bonus,English,19.752.00
2014 - 2015,Solstice Concerts 2015 (The) (1-7),The Solstice Concerts 2015 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,21.070.00
2014 - 2015,Aboriginal Day Live 2015 (1-2),Aboriginal Day Live 2015 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,167.889.00
2014 - 2015,MathPlosion!: The Math Behind the Scenes,GAPC Entertainment (Mathplosion) Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,4.030.00
2014 - 2015,Quizzine SK I (1-20),Quizzine Productions 1 Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,11.750.00
2014 - 2015,Autism,Autism Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,24.992.00
2014 - 2015,Polar Bear Town I (1-12),Polar Bear Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,278.207.00
2014 - 2015,Losing Our Religion,Perdere Media Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,46.000.00
2014 - 2015,Blackstone V (501 – 508),Blackstone Cycle V Ltd.,N/A,Production,Alberta,English Regional Production Bonus,English,536.666.00
2014 - 2015,CCMA Holiday Special,Corkscrew Media (XMAS) Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,34.034.00
2014 - 2015,Vitamins and Me,Vitamin Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,57.052.00
2014 - 2015,Nordic Lodge I (1-2),Lodge Productions Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,14.309.00
2014 - 2015,Nordic Lodge II (3-8),Lodge Productions Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,64.000.00
2014 - 2015,Escape or Die! I (1-12),Escape or Die Season 1 Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,360.000.00
2014 - 2015,Reefer Riches,Outside-In Productions Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,49.341.00
2014 - 2015,Striking Balance I (1-8),Striking Balance Inc.,N/A,Production,Toronto,English Regional Production Bonus,English,42.356.00
2014 - 2015,Sunnyside I (101-113),6950249 Manitoba Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,321.832.00
2014 - 2015,Young Drunk Punk I (1-13),YDP Productions Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,918.765.00
2014 - 2015,A Quiet Revolution,AQR Film Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,93.400.00
2014 - 2015,Santa Quest,Santa Quest Films Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,34.000.00
2014 - 2015,Tiny Plastic Men III (301-305),Gottfried Bros. Entertainment III Inc.,N/A,Production,Alberta,English Regional Production Bonus,English,52.599.00
2014 - 2015,Canada: Over The Edge IV (40-53),Coastlines 4 Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,129.500.00
2014 - 2015,Hope For Wildlife VI (66-78),Hope For Wildlife 6 Productions Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,121.400.00
2014 - 2015,Taste of Canada (A),8896780 Canada Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,12.526.00
2014 - 2015,Crate To Plate I (1-6),8879966 Canada Limited,N/A,Production,Ontario,English Regional Production Bonus,English,55.968.00
2014 - 2015,Corner Gas: The Movie,Corner Gas The Movie (SK) Inc.,N/A,Production,Saskatchewan,English Regional Production Bonus,English,510.000.00
2014 - 2015,Republic of Doyle VI (71-80),Republic Season 6 Inc.,N/A,Production,Newfoundland & Labrador,English Regional Production Bonus,English,1.000.000
2014 - 2015,Forever Young,Forever Young Films Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,58.035.00
2014 - 2015,My Brain Made Me Do It,Blame Films Inc.,N/A,Production,Manitoba,English Regional Production Bonus,English,64.000.00
2014 - 2015,Selling Big II (201-213),Selling Big Productions II Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,100.350.00
2014 - 2015,Hard Rock Medical III (14-21),8667829 Canada Inc.,N/A,Production,Ontario,English Regional Production Bonus,English,180.000.00
2014 - 2015,This Hour Has 22 Minutes XXII (436-457),DHX-Hour Productions (NS) XXII Inc.,N/A,Production,Nova Scotia,English Regional Production Bonus,English,733.803.00
2014 - 2015,Mr. D IV (34-46),Mr. D S4 Productions Limited,N/A,Production,Nova Scotia,English Regional Production Bonus,English,706.484.00
2019 - 2020,Wolf/Dog,Wolf-Dog Productions Inc.,N/A,Production,British Columbia,English Regional Production Bonus,English,28.957.00
2019 - 2020,The Society Page,Towntalk Productions Inc.,N/A,Production,British Columbia,English Regional Production Bonus,English,20.270.00
2019 - 2020,Untitled Rock n’ Roll Revival Documentary,Screen Siren Pictures Inc.,N/A,Production,British Columbia,English Regional Production Bonus,English,97.722.00
2019 - 2020,Dead Man’s Switch: a crypto mystery,0987800 BC Ltd.,N/A,Production,British Columbia,English Regional Production Bonus,English,101.263.00
2019 - 2020,Jade Fever VI,Jade 6 Productions Ltd.,N/A,Production,British Columbia,English Regional Production Bonus,English,464.364.00
2019 - 2020,Corner Gas Animated III,Prairie Pantoons III Productions Inc.,N/A,Production,British Columbia,English Regional Production Bonus,English,352.436.00
